id	text	cat
2078	The flowers of Fancy, newly-blown : 	b
2079	The starry halls of Elrington 	b
2080	This glorious vision of a grove, 	b
2081	New glories o'er the blighted spring, 	b
2082	Wild the road, and rough and dreary ; 	b
2083	And yet there is or seems at least to be 	b
2084	1 Our guests are darkly lodged,' I whisper'd, gazing 	b
2085	And only wake with you ! 	b
2086	Bowed lowest at thy shrine, 	b
2087	The little glittering spirits sung, 	b
2088	And every vision of old Afric's shore 	b
2089	And my remorse shall die. 	b
2090	And sweeter hope, when hope despairs ! 	b
2091	When the wearied host of the conqueror lies 	b
2092	And the purple violet sweet ; 	b
2093	This day on Elmor Hill ! ! ! ' 	b
2094	While heaven and earth are whispering me, 	b
2095	His own creation's dread despair ! 	b
2096	King Julius lifts his impious eye 	b
2097	Round her returning sight appear 	b
2098	In English fields my limbs were laid, 	b
2099	I dreamt one dark and stormy night 	b
2100	The spirit sent his dazzling gaze 	b
2101	It gathers up thoughts akin to madness, 	b
2102	My heart's blood flows to buy the blessing to 	b
2103	I was at peace, and drank your beams 	b
2104	Might fill with sympathy. 	b
2105	To twilight's shade forlorn ? 	b
2106	What made her weep, what made her glide 	b
2107	A wider sound than mountain wind 	b
2108	Yet still steeped in memory's dyes 	b
2109	Above me, in that stormless sea, 	b
2110	I long to hope that all the woe 	b
2111	In summer's pride imbue 	b
2112	Then I shall rest, while thou wilt weep. 	b
2113	Yet ever in my grateful breast 	b
2114	Where thick the leaves are dancing, 	b
2115	It was thus I said as her graceful head 	b
2116	My mortal flesh you might debar, 	b
2117	They gain the rock's steep wall. 	b
2118	Ye earthly cares begone ! 	b
2119	Or Virtue crouched to Infamy ; 	b
2120	For I Ve been consecrate to grief 	b
2121	Some were dazzling like the sun ; 	b
2122	That struggles in thy breast 	b
2123	A murmuring round the wall. 	b
2124	My downy couch with silk was hung. 	b
2125	And helpless Reason warn in vain ; 	b
2126	Glides through the maze of pleasure wild. 	b
2127	And Peace, the lethargy of Grief ; 	b
2128	And Hope, a phantom of the soul ; 	b
2129	He ever held in his arms. 	b
2130	LADYBIRD ! ladybird ! fly away home, 	b
2131	And trembling yet to hear his name, 	b
2132	While nightly stars are burning, 	b
2133	While evening pours its silent dew, 	b
2134	And will not heaven itself bestow 	b
2135	I trust not to thy phantom bliss, 	b
2136	'My master's voice is low, his aspect bland and 	b
2137	Yet the faint wind comes soothingly 	b
2138	Round walls where only you are vigil keeping? 	b
2139	To-morrow both shall soar away, 	b
2140	Winds sigh as you are sighing, 	b
2141	Entreating, till his eyes o'erflowed, 	b
2142	Gaze on the wretch recall to mind 	b
2143	My spirit should startle their rest and tell, 	b
2144	Since misery was such misery. 	b
2145	To dungeons where a prisoner lies? 	b
2146	PLEAD FOR ME 	b
2147	STILL beside that dreary water 	b
2148	And now the twilight calm and sweet 	b
2149	They stood by mute and pale ; 	b
2150	Restored into the Deity.' 	b
2151	And tell why I have chosen thee ! 	b
2152	A prayer that would come forth altho' it lingered 	b
2153	And twenty years of tyrant pride 	b
2154	O'er all the crossing thoughts that overflowed. 	b
2155	No, radiant angel, speak and say 	b
2156	And it sprung and flourished ; 	b
2157	Thou bear'st the dim tie of ceaseless dreams, 	b
2158	The earth shone round with a long-lost charm : 	b
2159	For Thine own sake, be Thou its guide, 	b
2160	It had gathered beauty from sunshine and shower, 	b
2161	BETWEEN distress and pleasure 	b
2162	Glance from her eyes, with mimic rays, 	b
2163	The moor-lark in the air, 	b
2164	And saw my offerings on their shrine ; 	b
2165	I thought that Gabriel's self had come 	b
2166	Weighed beneath a mortal sleep ; 	b
2167	So, with a ready heart, I swore 	b
2168	To seek their altar-stone no more ; 	b
2169	His soul has felt the storm below, 	b
2170	Behold him 1 	b
2171	And set my spirit free ? 	b
2172	He must have once been beautiful, 	b
2173	Because we dare not stay to gain 	b
2174	Like vultures round their prey. 	b
2175	A weak and helpless prey ! 	b
2176	How loud the storm sounds round the hall ! 	b
2177	My darling pain that wounds and sears, 	b
2178	Rude the couch that rests us weary ; 	b
2179	Rested from the battle's roar ; 	b
2180	As she would seek repose ; 	b
2181	Mine eye to meet her eye ; 	b
2182	And am I wrong to worship where 	b
2183	wind that blows ; 	b
2184	Of heavy rain or tempest near. 	b
2185	Would part and sunlight shone between, 	b
2186	And tell why I have chosen thee ! 	b
2187	* THE evening passes fast away, 	b
2188	Lips, that did breathe no murmuring 	b
2189	The wild birds raise their brood ; 	b
2190	What feelings in thy breast?' 	b
2191	One moment, ere I go 	b
2192	Of labour hardly done ; 	b
2193	A thousand thousand silvery lyres 	b
2194	But this world's life has much to dread, 	b
2195	What shadow is it 	b
2196	Bliss like thine is bought by years 	b
2197	'Tis sweet to wander here at night, 	b
2198	I 'M happiest now when most away 	b
2199	One gleam of her heaven-bright face to see. 	b
2200	And Time should Fate condemn ; 	b
2201	Which coming death denied ; 	b
2202	* Then art thou glad to seek repose ? 	b
2203	The bee among the heather bells 	b
2204	AND first an hour of mournful musing, 	b
2205	And earth looks back so dazzling bright 	b
2206	As the dear friend untimely called away ; 	b
2207	And call a lovelier Life from Death, 	b
2208	I breathed not but to send above 	b
2209	That comforts me while thou art here, 	b
2210	Palace and temple crown the glade. 	b
2211	As one who mourns the dead. 	b
2212	Why did the morning dawn to break 	b
2213	And would not pass away ! 	b
2214	Lament their absence drear ; 	b
2215	Over my western beauty's grave, 	b
2216	Patriot fathers' bloody tombs ; 	b
2217	Would rather fight than rest. ' 	b
2218	No ; that tree with branches riven 	b
2219	And sleet and frozen gloom ? 	b
2220	With my dear comrades young and gay, 	b
2221	This very crowd is vacancy ; 	b
2222	I chide with my soul I bid it cherish 	b
2223	From bleak December's sky ? 	b
2224	They deluge my heart like the rain 	b
2225	Within its mossy cell. 	b
2226	How gloomy grows the night ! Tis Gondal's 	b
2227	But God is not like human kind, 	b
2228	Shall meet our dearest, when we die ; 	b
2229	Buried in moors and mountains wild, 	b
2230	Defeat serenely borne, 	b
2231	Which but because more broken gleams 	b
2232	And visions rise, and change, that kill me with 	b
2233	The tiny fountain, churning spray 	b
2234	Saved thee from a deadlier thrall. 	b
2235	Even where he yearns to be I 	b
2236	From the fresh root of Eternity ! 	b
2237	And I may sing and muse aloud, 	b
2238	Their timid forms to guard from harm ; 	b
2239	I love thee, boy, for all divine, 	b
2240	From the dark marble to the sky, 	b
2241	Sorrow passed, and plucked the golden blossom ; 	b
2242	And hush that music's solemn sound, 	b
2243	But, within its parent's kindly bosom, 	b
2244	My love, altho' the very dead 	b
2245	Without the veil between. 	b
2246	Can friendship's flower droop for years 	b
2247	Will forsake thy memory, 	b
2248	All mist and tempest free? 	b
2249	And, behold ! with tenfold increase blessing, 	b
2250	Spring adorned the beauty-burdened spray ; 	b
2251	The moonbeams softly shine. 	b
2252	For many a week and many a day 	b
2253	The waveless ocean of repose. 	b
2254	Than Native's heaven can pour. 	b
2255	Down through that ocean's gloomy night ; 	b
2256	Cruel Death ! The young leaves droop and 	b
2257	When flowers were closed and day was o'er 	b
2258	No ! the morning sunshine mocks my anguish 	b
2259	The thrilling shouts of fighting men, 	b
2260	She was cruel in her fear ; 	b
2261	Was only sullen there ! 	b
2262	If our vessels sailed adverse on life's stormy main. 	b
2263	AT CASTLE WOOD 	b
2264	But as in fit of peevish woe, 	b
2265	'Cumber the spirit that would soar 	b
2266	The outward tumult seemed to assuage 	b
2267	Out to the park this dreary day, 	b
2268	She turns from heaven a tearless eye 	b
2269	Even weeping o'er that wretch's woe ; 	b
2270	And mingled with a foreign mould. 	b
2271	One sign of sympathising woe, 	b
2272	A snowy brow in ringlets small, 	b
2273	Till at last, all old links broken, 	b
2274	Vain as thou wert, and weak as vain, 	b
2275	Make answer far and near. 	b
2276	And this is just the joyous hour 	b
2277	Thy soul is powerless over mine.' 	b
2278	She would not, in her tranquil sleep, 	b
2279	She thought when that confession crossed 	b
2280	Do I despise the timid deer, 	b
2281	Chain and bar and dungeon wall 	b
2282	And heaven itself, so pure and blest, 	b
2283	And still entreated him to stay. 	b
2284	And he was once an ardent boy ; 	b
2285	I saw His wisdom and His power 	b
2286	And nothing in the twilight sky 	b
2287	How can I rouse my sinking soul 	b
2288	Say, ' Earth, lie lightly on that breast, 	b
2289	Tortured Gondal's liberty ! 	b
2290	The wind blew from the sea. 	b
2291	But the joy of life was flown 	b
2292	And every window glistens bright 	b
2293	With leaves of frozen dew. 	b
2294	O look again, for still on high 	b
2295	And lights your room like day ; 	b
2296	Bright be thine eyes, undimmed their dazzling 	b
2297	We thought, t When winter comes again. 	b
2298	Ere I would call its glories mine ; 	b
2299	Its root has felt a worm, 	b
2300	Why dost thou repeat again 	b
2301	Till those dark orbs o'erflowing fast 	b
2302	4 Listen ! I Ve known a burning heart, 	b
2303	' Edward, awake, awake 	b
2304	And every time its measured call 	b
2305	A thousand forms, a fearful gloom ; 	b
2306	Or gleams the sun amongst the mists of care? 	b
2307	' When tempests roar on the lonely shore 	b
2308	The aimless, heedless carelessness 	b
2309	His red heart's blood drenched my dagger ; 	b
2310	The music of the Sabbath bell. 	b
2311	The sunshine of a summer's sun 	b
2312	My cold heart, underneath my hand, 	b
2313	Or wakes the breeze in the swaying trees 	b
2314	THE day is done, the winter sun 	b
2315	The heart is dead in infancy, 	b
2316	To hide the streaming tear. 	b
2317	Nor marked how from his own young 	b
2318	To-morrow, Scorn will blight my name, 	b
2319	Thus poured she in that cavern wild 	b
2320	Will load me with a coward's shame 	b
2321	'Twas thus I thought, an hour ago, 	b
2322	And at each belt a weapon dire, 	b
2323	Too heavenly now, but doomed to be, 	b
2324	I cannot find a haven. 	b
2325	When thy heart bounds ardently, 	b
2326	His followers went out with Jubilee, 	b
2327	Their dust is mingled with the sod, 	b
2328	Should cause such bitter woe? 	b
2329	Sad thoughts rose in my mind. 	b
2330	For, who forgives the accursed crime 	b
2331	The violet's eye might shyly flash, 	b
2332	OH, thy bright eyes must answer now, 	b
2333	Thy presence waked a thrilling tone 	b
2334	Where can the weary lay his head, 	b
2335	There have been times when this was drear, 	b
2336	But, traitor, traitor, from that word 	b
2337	All true breasts shrink away ! 	b
2338	The spirit above my couch was bending. 	b
2339	A slave, because I rule thee still ; 	b
2340	As I can hear the ocean's fall 	b
2341	My honour's name to spare ! 	b
2342	And earth seemed such an alien home 	b
2343	* What seek you now on this bleak moor brow, 	b
2344	A sound of music reached my ear : 	b
2345	And there you pass, in happy dreams, 	b
2346	Sternly denied its burning wish to hasten 	b
2347	Into hopeless, endless mourning. 	b
2348	All those disturbed waves decrease 	b
2349	Stern duty stores for me. 	b
2350	Every leaf speaks bliss to me, 	b
2351	That thou didst visit me? 	b
2352	Though it roar in thunder wild, 	b
2353	Tears have left ghastly traces there, 	b
2354	I AM the only being whose doom 	b
2355	And doubly will the dark world grieve me, 	b
2356	Fast asleep and almost dying, 	b
2357	Are brushing off the scented dew, 	b
2358	Must always end in gloom ; 	b
2359	Midnight moonlight's holy shrine. 	b
2360	It closes with a tomb ! 	b
2361	From thought of grief are free. 	b
2362	Danger, and guilt, and darkness lie, 	b
2363	Weary to watch the spirit languish 	b
2364	Through years of dead despair. 	b
2365	So, if a tear, when thou art dying, 	b
2366	Since I beheld another dwelling. 	b
2367	When I am not, and none beside, 	b
2368	For wild those gusts, and well their chimes 	b
2369	That cold departure pictures mine. 	b
2370	My deadliest pains might die ; 	b
2371	False she was, and unrelenting ; 	b
2372	Seems it not that eve's declining 	b
2373	Of dastard treachery ? 	b
2374	Though comet-like its course was run ; 	b
2375	As wise, to mourn the seed which grew 	b
2376	Upon her dying mind, 	b
2377	Its gentle ray cannot control 	b
2378	It comes at last to cancel time, 	b
2379	Which since this morn laid many low ; 	b
2380	Around me, wretches uttering praise, 	b
2381	Or howling o'er their hopeless days, 	b
2382	It breathed from its heart invisible. 	b
2383	A brotherhood of misery, 	b
2384	That it quenches e'en now the vital spark, 	b
2385	Whose madness daily maddened me, 	b
2386	Arouse thee from thy dreams I 	b
2387	Escape earth's dungeon tomb ? 	b
2388	But only give me back my tears, 	b
2389	What seems the vilest, even like thine 	b
2390	As if to invite the smiling skies ; 	b
2391	Of seraph's song, and demon's moan ; 	b
2392	In concord with her reddening cheek. 	b
2393	As sculptured marble saint, or slumbering un- 	b
2394	And far away in woody dell 	b
2395	I stole away from crowds and light 	b
2396	There like a wild beast turns he back, 	b
2397	Lavished glory on that second May ! 	b
2398	The mortal strife that then befell ; 	b
2399	And yet a little longer speak, 	b
2400	4 Yet moved she not ; she only raised 	b
2401	An earnest grief a strong desire 	b
2402	The city's murmur softly blends 	b
2403	That we must long till life be done ; 	b
2404	As thick as morning's tears ; 	b
2405	That heaven which my sweet lover's brow 	b
2406	His frequent sighs, long-drawn and deep, 	b
2407	And Love I laugh to scorn ; 	b
2408	Could I have seen my country smile ? 	b
2409	A hundred fights for them ! 	b
2410	Little moss-rose, cease to weep, 	b
2411	Their cruel strife may close ; 	b
2412	Will tread its labyrinths alone. 	b
2413	Oh, thy sweet tongue must plead for me 	b
2414	Yes, as my swift days near their goal, 	b
2415	'Tis all that I implore ; 	b
2416	In life and death a chainless soul, 	b
2417	And oh ! above the best of those 	b
2418	If ranks beneath the cannon fall, 	b
2419	I repent not that which my hand has done 	b
2420	And I can sing and I can smile, 	b
2421	Alike, while I have holiday. 	b
2422	Where wilt thou go, my harassed heart 	b
2423	To aid a spirit lost in crime, 	b
2424	What spot, or near or far apart, 	b
2425	Lights me till my life is done ; 	b
2426	There is a spot, 'mid barren hills, 	b
2427	And high its arched windows rise, 	b
2428	The last full cup of triumph drink, 	b
2429	Nor yet the ocean's wave. 	b
2430	Bring good in rising, leave peace in decline, 	b
2431	Sighed at first, but sighed not long ; 	b
2432	Grows as green in April rain, 	b
2433	One glance revealed how little care 	b
2434	The mute bird sitting on the stone, 	b
2435	I was not tired, my darling one, 	b
2436	I saw to-day my enemy. 	b
2437	For ever present to my eye, 	b
2438	My worn heart throbs so wildly 	b
2439	The alien firelight died away ; 	b
2440	And seen in mist and moonlit stone, 	b
2441	I am speaking of a later stroke, 	b
2442	But mine sank sad and low ! 	b
2443	And all do homage to their will, 	b
2444	A distant, dreamy, dim blue chain 	b
2445	And when I laughed they all replied ; 	b
2446	'Till the dread burst breaks forth once more 	b
2447	So sweet, so soft, so hushed an air ; 	b
2448	And as blithely as of yore 	b
2449	When the pen that motto drew. 	b
2450	But long lies the dew on its crimson leaves, 	b
2451	Up rose he, and stretched forth his hand, 	b
2452	And revelled in my changeful dreams, 	b
2453	Marked out the tracks of wandering sheep. 	b
2454	Of each dark night and dim, beclouded day. 	b
2455	I gazed within thine earnest eyes 	b
2456	Brought to earth the fluttering game : 	b
2457	Restraint and heavy task recoil. 	b
2458	The vault, whose grated eye showed heaven more 	b
2459	Who spend too soon their youthful day. 	b
2460	The common paths that others run ; 	b
2461	That centre all the joys of years. 	b
2462	That waves in summer air : 	b
2463	Wears not a cloud that speaks of gloom. 	b
2464	To soothe my spirit's care. 	b
2465	From morning's faintest dawning 	b
2466	Begilt with tasselled cords of gold, 	b
2467	Wilt thou prove faithless now ? 	b
2468	I 'd fling the brand in the hissing sea, 	b
2469	So often to the unopened door? 	b
2470	Have sought one gleam of mercy there ! 	b
2471	Across the mountain stream. 	b
2472	A few years of captivity, 	b
2473	And ice upon the glancing stream 	b
2474	You 've tracked me to a lonely spot. 	b
2475	Earth's wilderness was round me spread, 	b
2476	And night obscure his way ; 	b
2477	Mysterious it rose from the billowy moor. 	b
2478	Because they have no stay but thine. 	b
2479	With thunder volleys rolling on before 	b
2480	The sting of anguish drear/ 	b
2481	Re-echo back again. 	b
2482	'Tis better far away ; 	b
2483	They who have been our life, our soul, 	b
2484	Geraldine, wilt thou delay? 	b
2485	For, oh ! when chill the sunbeams fall 	b
2486	My soul, another love. 	b
2487	Following the bend of Aspin's side, 	b
2488	But, if there be a God above, 	b
2489	The whole devoured and lost in death ! 	b
2490	Ere evening far away. 	b
2491	I could think in the withered grass 	b
2492	The loving spirit lingers long, 	b
2493	I turned me from that young saint's bed 	b
2494	Through th' autumnal sky ; 	b
2495	I watch this cloudy evening fall, 	b
2496	For whom his spirit unforgiven 	b
2497	Sweet voices in the halls resound, 	b
2498	Did my exiled spirit grieve. 	b
2499	O no, it was not this ! 	b
2500	'Tis the last line of the woeful song ; 	b
2501	My tortured limbs in dungeons bind, 	b
2502	' It was spring, and the skylark was singing * ; 	b
2503	With a solemn, plaintive sound. 	b
2504	And waken unavailing tears. 	b
2505	Nor absence, nor distance can quell. 	b
2506	And lonely I am pining, 	b
2507	They uttered the music of May ; 	b
2508	Far less when evening's pensive hour 	b
2509	To that deep and swelling river 	b
2510	While thy heart suffers there. 	b
2511	And there were garments spread, 	b
2512	No ten can deal such deadly misery 	b
2513	To walk by the hill-torrent's side ! 	b
2514	It is swelled with the first snowy weather ; 	b
2515	The rocks they are icy and hoar, 	b
2516	Arthur, brother, we returned 	b
2517	Fierce grew Rosina's gloomy gaze ; 	b
2518	There are no yellow stars on the mountain ; 	b
2519	'Tis here 'tis there, 'tis nowhere oh ! my soul, 	b
2520	Gaze not so earnestly upon 	b
2521	Leagues on leagues are left behind 	b
2522	But lovelier than corn-fields all waving 	b
2523	All thy cold and scornful pride, 	b
2524	My spirit drank a mingled tone, 	b
2525	I would have dreary weather, 	b
2526	'Tis thus that human minds will turn, 	b
2527	And envied such despair. 	b
2528	I paused, confounded and distracted, 	b
2529	A lip of cruel scorn ; 	b
2530	To where those signal lights are burning, 	b
2531	And swift were the wings to our feet given, 	b
2532	Their brows are unshadowed, undimmed by woe. 	b
2533	What sudden power the fancy hath 	b
2534	That vision of a mighty host 	b
2535	And this shall be my dream to-night ; 	b
2536	I shall be a dream to thee. 	b
2537	For the moors, where the linnet was trilling 	b
2538	My present entity ! 	b
2539	Within itself may tell ! 	b
2540	And fair it budded day by day 	b
2541	His features in the wave. 	b
2542	Yawned in the city's reeling wall, 	b
2543	On the brow of a lonely hill kneeling, 	b
2544	In my Redeemer's name 	b
2545	And proud its mighty columns show 	b
2546	It feels no sympathy 	b
2547	I hurried down the dark oak stair ; 	b
2548	When I was hardly six years old, 	b
2549	But not the loved music, whose waking 	b
2550	No fear of grief in her bright eyes should quiver ; 	b
2551	In frozen mist arrayed. 	b
2552	Sweet land of light ! Thy children fair 	b
2553	A mutual immortality. 	b
2554	And sprang up to a glorious birth 	b
2555	Needst thou then dissemble sorrow, 	b
2556	Those tears had been heaven to me. 	b
2557	Well well ; the sad minutes are moving, 	b
2558	Though loaded with trouble and pain ; 	b
2559	And some time the loved and the loving 	b
2560	Shall meet on the mountains again I 	b
2561	How could I ask for pitying love, 	b
2562	Thus to the man of sin he spoke : 	b
2563	ward votary, and to recall within his influence the proud mind 	b
2564	And murmur, summer-streams 	b
2565	Some nameless thing which hid not grace, 	b
2566	She strikes it off with little care ; 	b
2567	Shall nature cease to bow ? 	b
2568	From such a lethargy ? 	b
2569	Whose streets stretch round so ceaselessly. 	b
2570	O do not think that God can leave, 	b
2571	Subdued both grief and passion wild. 	b
2572	Loud was the sudden gust of woe 	b
2573	A burdened heart I bear, 	b
2574	' Because, I hoped while they enjoyed, 	b
2575	This shadow should night's welcome be ; 	b
2576	When wounded he wins to the darkest wood, 	b
2577	Sinks from the summer sky, 	b
2578	To watch through all eternity, 	b
2579	And then a captive's tomb. 	b
2580	My ear drank his dying sigh. 	b
2581	But check those coward sobs, and bring 	b
2582	And keep it still divine 	b
2583	Though burning thoughts that spurn control, 	b
2584	That thy dear blood was poured in vain.' 	b
2585	Then art thou not my golden June, 	b
2586	Yet few would ask a heaven 	b
2587	More like this earth than thine. 	b
2588	Then let my winds caress thee ; 	b
2589	But what will winter bring? 	b
2590	Must first be utterly forgot. 	b
2591	And earthly change from pain to pain, 	b
2592	HERE again is the same mind in converse with a like 	b
2593	Rank, beauty, wealth, and power combine 	b
2594	Halos ! O far too bright to shine 	b
2595	The opening sea seemed smooth at last ; 	b
2596	A cloudless moon shone through 	b
2597	* Nay, rather, Gondal's shaken throne 	b
2598	* Douglas, he pleaded bitterly, 	b
2599	I need not sink beneath my woes ; 	b
2600	And yet, through every magic change, 	b
2601	The young and aged tree, 	b
2602	Her forehead, drooped like lily pale. 	b
2603	I needed not its breathing 	b
2604	Her children are rank and her kingdom's spread far. 	b
2605	For him no tear his stern eye shed 	b
2606	How dark the woods will be ! 	b
2607	4 The thick leaves in my murmur 	b
2608	It breaks upon the awful roar 	b
2609	The time of grace is past, 	b
2610	' Well, since it must be told, Lady, 	b
2611	Thy perished faith shall spring to life, 	b
2612	The ringlets of his long black hair 	b
2613	Over the Eden of his soul ; 	b
2614	Love, and its own life, had power to keep it 	b
2615	All round the hot and glaring sky 	b
2616	That dearest boon was given ; 	b
2617	In their own course to flow.' 	b
2618	Evince my gratitude ! 	b
2619	Oh no ; these brighter visions vast 	b
2620	IN MEMORY OF 	b
2621	' 1 '11 win thee 'gainst thy will. 	b
2622	Ere his quivering limbs, all foam-flecked, 	b
2623	They say, ' Zalona celebrates 	b
2624	For Nature's sad reality, 	b
2625	And on its green bank, bathed in gore, 	b
2626	Have slaves subdued the free? 	b
2627	Beneath the church-aisle stone, 	b
2628	And Truth may rudely trample down 	b
2629	And thou for being alone.' 	b
2630	lut dreary, strange, and pale and cold. 	b
2631	It tumbled in an inky sea. 	b
2632	which it is stayed. 	b
2633	' AYE there it is ! it wakes to-night 	b
2634	Deep feelings I thought dead ; 	b
2635	That lulling monotone did sing 	b
2636	To cover deeds untrue, 	b
2637	My lonely years had known. 	b
2638	And by thine eyes' full gaze, 	b
2639	And by the words thou scarce dost speak, 	b
2640	The anguish in my breast, 	b
2641	Besides the mist is half withdrawn, 	b
2642	The moon of summer pours 	b
2643	I weary for that land divine, 	b
2644	O'er each familiar tower. 	b
2645	1 It is hope's spell that glorifies, 	b
2646	That welled from mortal grief, I knew 	b
2647	I HAVE gone backward in the work, 	b
2648	The whisper of its fall : 	b
2649	But those were in the early glow 	b
2650	From thine own influence free ; 	b
2651	That clay he feels will not for ever 	b
2652	Come, leave thy dwelling dark and cold, 	b
2653	1 Thus truly, when that breast is cold, 	b
2654	Thy prisoned soul shall rise ; 	b
2655	The dungeon mingle with the mould 	b
2656	Dire region of most mighty woe, 	b
2657	And is her mirror broke at last 	b
2658	Quietly fed in grassy dells ; 	b
2659	One glimpse of that unearthly form 	b
2660	It treads a forest wide, 	b
2661	The ardent, and the happy breast, 	b
2662	The sullen clouds lay all unbroken 	b
2663	And though its wind repining grieved, 	b
2664	For ever on my heart ! 	b
2665	The holly is dark when the rose-brier blooms, 	b
2666	Hopes quenched, and rising thoughts subdued, 	b
2667	* And hope can hardly deck the cheek 	b
2668	And in the zenith of his fame 	b
2669	And just like his its ringlets bright, 	b
2670	Oppressive mystery hung ; 	b
2671	Though wasted sore with sorrow, 	b
2672	What do these brazen tongues proclaim ? 	b
2673	One task alone remains thy pictured face to view, 	b
2674	THE ELDER'S REBUKE 	b
2675	For nothing nearer paradise 	b
2676	Yes, by the tears I Ve poured, 	b
2677	Kneeling on the blood-stained heath 	b
2678	Watch life's bubbles float away : 	b
2679	To rouse its flickering radiance higher ; 	b
2680	Comes on the increasing roar ! 	b
2681	Oh, in the days of ardent youth 	b
2682	Their dark, their deadly ray would more than 	b
2683	Where that perished sapling used to be ; 	b
2684	Remembrance of his early home 	b
2685	Pondered and approved at last : 	b
2686	Thank the power that banished thee ; 	b
2687	* Glorious is the prize of Duty, 	b
2688	Are quenched in morning dull and grey? 	b
2689	Thy comrades to the camp retire ; 	b
2690	Rests such a shade of deep despair, 	b
2691	Youth's early sunshine was poured on his 	b
2692	She sat without the grated den, 	b
2693	A winter's night. 	b
2694	Heedless feet to gulfs of crime. 	b
2695	For those whose bodies rest in sleep, 	b
2696	That from which it sprung Eternity. 	b
2697	When stealing on to lady's bower, 	b
2698	With looks and smiles divine ! 	b
2699	Far down from heaven its silver flood 	b
2700	That wherever I wander, my heart is with thee. 	b
2701	4 The lays I love so well.' 	b
2702	Virtue is not won by fears.' 	b
2703	Thoughts shut within the silent tomb, 	b
2704	So would I fearful vigil keep, 	b
2705	To send to hell my mortal foe. 	b
2706	Walked by the lightsome touch of pleasure : 	b
2707	Had he ne'er met a gentler teacher, 	b
2708	I saw the burning sunshine fall, 	b
2709	In his most burning mood ; 	b
2710	Heavy and dull as lead. 	b
2711	Might haply dawn above ; 	b
2712	Brenzaida's crest is down ; 	b
2713	To leave its clay a little while, 	b
2714	Can take the bliss that has been given, 	b
2715	True to myself, and true to all, 	b
2716	It was not hope that wrecked at once 	b
2717	That never would cloud the world of day. 	b
2718	The cold corpse from its funeral pall, 	b
2719	A glorious child again ; 	b
2720	And draw his tired gaze from futurity ? 	b
2721	And black the piles of rain-clouds lour 	b
2722	That glory-shedding star shall glow 	b
2723	Where sinless sunshine lay : 	b
2724	So softly evening blends with night, 	b
2725	And seek a rough and lonely way ; 	b
2726	First melted off the hope of youth, 	b
2727	Nor mirth, nor music wakes my halls. 	b
2728	They whispered nought, but, ' Lady, sleep, 	b
2729	When it bears my slumbering child. 	b
2730	Strikes the strings resistlesslyt 	b
2731	The deep-down sea with sudden sound 	b
2732	Calm this resentful mood ; 	b
2733	Darkening all my summer skies, 	b
2734	For well he knew what dangers frowned, 	b
2735	All full of God thy features shine. 	b
2736	The glad birds carolled clear ; 	b
2737	Between his port and him. 	b
2738	My name is on a million tongues, 	b
2739	And nothing but that agony 	b
2740	In daisied lawns sleep peacefully, 	b
2741	And solemn, soothing, softened airs, 	b
2742	* Others have been thou mayst be there. ' 	b
2743	Incline thee to my changeful will, 	b
2744	Thank the power that made thee part 	b
2745	Because I could not save. 	b
2746	It recks not now, when all is over : 	b
2747	The woodland park around it spread, 	b
2748	A mourner still, though friend and lover 	b
2749	And there it lightens ! Dashed with gore 	b
2750	We would not leave our nature home 	b
2751	As if through all the 'wildering maze 	b
2752	Time parts the heart of men. 	b
2753	' Dearest, ever deem me true ' ; 	b
2754	And makes the shout of victory 	b
2755	Remoter still am I from Thee j 	b
2756	And on a strange road journeyed on, 	b
2757	might my eyes with tears run o'er ! 	b
2758	And makes me strong to undergo 	b
2759	But cold cold is that resting-place, 	b
2760	Saw those tokens on the ground. 	b
2761	And dear to me, aye doubly dear, 	b
2762	O'er bower and trees that orb divine 	b
2763	Thy eternal Justice found ! 	b
2764	And sworn friends fall from me : 	b
2765	A memory whose blighting beam 	b
2766	The fate was cruel which bore 	b
2767	To see her cheek's returning glow ; 	b
2768	I saw her stand in the gallery long, 	b
2769	Sleep on ; Heaven laughs above, 	b
2770	A noble victory you shall sing 	b
2771	He almost deemed, might have throbbed again 	b
2772	Part human company ; 	b
2773	And render up life's tiresome load. 	b
2774	That by the death of my dearest treasures 	b
2775	Through the wan autumnal sky ; 	b
2776	I saw his hoof-prints mark the rock, 	b
2777	But this shall be the only time 	b
2778	I can tear my soul from its mould of clay, 	b
2779	Hush its whispers in your breast ; 	b
2780	1 should be where I wish to be. 	b
2781	Crushed helpless into earth and Dust ! 	b
2782	Full many an eye watched over me, 	b
2783	Does sudden silence chill the room ? 	b
2784	My whole heart centred there ; 	b
2785	If you forget the sacred vows 	b
2786	Then let me not despair ; 	b
2787	Such as their lips could only pour, 	b
2788	Beneath whose noble dome 	b
2789	Have anchored safe, and rest at last 	b
2790	His dark, keen eyes on Percy gaze 	b
2791	Gone ! 'tis a word which through life's troubled 	b
2792	Say how long my sleep has been ? 	b
2793	Has warmed and blest me long : 	b
2794	Would bring its after-storm of pain. 	b
2795	Shall set my spirit free, 	b
2796	And nerved, like mine, to kill ; 	b
2797	The elm-tree by the haunted well 	b
2798	THE LADY TO HER GUITAR 	b
2799	And green light slept on the happy earth, 	b
2800	I know our souls are all divine, 	b
2801	To wander far away ; 	b
2802	It is stilled above the slain. 	b
